doi,n.scopus,n.wos,n.unmerged
"10.1001/jamanetworkopen.2020.16144",1,1,1
"10.3390/jmmp7030084",1,1,1
"10.1049/iet-its.2015.0108",1,1,1
"10.1007/978-3-030-91415-8_3",1,1,1
"10.3934/mbe.2023563",1,1,1
"10.1111/1475-6773.12052",1,1,1
"10.1177/0272989x20944869",1,1,1
"10.1016/j.neucom.2016.04.066",1,1,1
"10.1007/s40273-012-0016-3",1,1,1
"10.1177/15485129221111171",1,1,1
"10.1007/s10458-004-4344-3",1,1,1
"10.3141/1800-09",1,1,1
"10.1016/s0167-2681(03)00019-2",1,1,1
"10.1088/1757-899x/216/1/012054",1,1,1
"10.1007/978-3-540-89982-2_39",2,0,0
"10.1186/1471-2148-11-335",1,1,1
"10.1109/4235.956713",1,1,1
"10.1016/j.dss.2016.05.008",1,1,1
"10.1016/j.ecolmodel.2012.01.020",1,1,1
"10.1016/j.jtrangeo.2013.07.008",1,1,1
"10.1016/j.ijepes.2019.01.011",1,1,1
"10.1109/icassp39728.2021.9414829",1,1,1
"10.1142/s0129065711002833",1,1,1
"10.1080/15472450.2021.1904920",1,1,1
"10.1007/s10878-008-9140-6",1,1,1
"10.1016/j.aei.2005.08.001",1,1,1
"10.1186/s13705-021-00302-8",1,1,1
"10.1016/j.enconman.2015.01.057",1,1,1
"10.1002/etep.274",1,1,1
"10.1080/00207721.2020.1871105",1,1,1
"10.1017/s0376892917000339",1,1,1
"10.1016/j.eswa.2010.11.073",1,1,1
"10.1300/j074v14n01_02",1,1,1
"10.1109/jproc.2015.2508598",1,1,1
"10.1109/sis.2003.1202248",1,1,1
"10.1007/s00034-014-9838-x",1,1,1
"10.1038/s41598-019-48312-z",1,1,1
"10.1002/ijc.29136",1,1,1
"10.1007/s00521-023-08784-7",1,1,1
"10.3141/2491-13",1,1,1
"10.1007/978-3-030-30443-0_19",1,1,1
"10.1177/0361198119838515",1,1,1
"10.1007/s11071-020-06062-y",1,1,1
"10.1137/060674909",1,1,1
"10.1109/access.2019.2963584",1,1,1
"10.1145/3313799",1,1,1
"10.1016/j.automatica.2020.109245",1,1,1
"10.1097/ccm.0000000000001753",1,1,1
"10.1002/hfm.20891",1,1,1
"10.3390/en10122106",1,1,1
"10.1109/tsmc.2017.2668440",1,1,1
"10.1515/ijeeps-2014-0143",1,1,1
"10.1109/lra.2022.3220155",1,1,1
"10.1093/oep/gpt019",1,1,1
"10.1653/024.099.0323",1,1,1
"10.1046/j.1365-2656.2002.00605.x",1,1,1
"10.3390/s22124407",1,1,1
"10.1109/tac.2019.2893874",1,1,1
"10.1080/10798587.2016.1152778",1,1,1
"10.1109/tsg.2021.3101875",1,1,1
"10.1142/s021812741850044x",1,1,1
"10.1109/med51440.2021.9480346",1,1,1
"10.1016/j.jclepro.2021.128172",1,1,1
"10.1108/ci-04-2020-0067",1,1,1
"10.1007/978-3-319-59294-7_12",1,1,1
"10.1016/j.ijleo.2016.05.130",1,1,1
"10.1155/2022/8929826",1,1,1
"10.18564/jasss.2166",1,1,1
"10.1007/s11432-020-3052-0",1,1,1
"10.1007/s10846-021-01492-1",1,1,1
"10.1142/s0219525922500059",1,1,1
"10.1186/s42834-022-00157-4",1,1,1
"10.1038/s41416-021-01264-6",1,1,1
"10.1016/j.trpro.2016.02.044",1,1,1
"10.1007/s10851-011-0290-2",1,1,1
"10.1137/21m1461198",1,1,1
"10.1002/rnc.4054",1,1,1
"10.1108/ijius-06-2018-0016",1,1,1
"10.1016/j.icesjms.2005.04.012",1,1,1
"10.1016/j.gloenvcha.2019.101960",1,1,1
"10.1016/j.biocon.2012.02.001",1,1,1
"10.1145/3356883",1,1,1
"10.1016/j.compenvurbsys.2019.04.001",1,1,1
"10.1016/j.enpol.2020.111833",1,1,1
"10.1080/13658816.2020.1748192",1,1,1
"10.1007/978-3-030-93413-2_21",1,1,1
"10.1186/1475-2875-8-256",1,1,1
"10.3390/s140609900",1,1,1
"10.15288/jsad.2017.78.867",1,1,1
"10.1016/j.cub.2015.05.058",1,1,1
"10.3390/en10070903",1,1,1
"10.3141/2611-02",1,1,1
"10.1111/mec.16965",1,1,1
"10.1371/journal.pone.0139225",1,1,1
"10.1016/j.ecolmodel.2007.10.034",1,1,1
"10.1111/j.0950-0804.2005.00265.x",1,1,1
"10.3390/app8060947",1,1,1
"10.1002/acs.2799",1,1,1
"10.3390/s20143940",1,1,1
"10.1177/10775463231170032",1,1,1
"10.1016/j.epsr.2022.108422",1,1,1
"10.1186/s12889-021-10725-9",1,1,1
"10.1016/j.cag.2005.09.008",1,1,1
"10.1016/j.cnsns.2022.106756",1,1,1
"10.1016/j.physa.2017.09.072",1,1,1
"10.1111/faf.12447",1,1,1
"10.1007/s004460050038",1,1,1
"10.1163/15691330-12341467",1,1,1
"10.1177/0037549704042029",1,1,1
"10.1109/gocict.2015.26",1,1,1
"10.1371/journal.pone.0222371",1,1,1
"10.1111/crj.12103",1,1,1
"10.1016/j.ecolmodel.2008.09.001",1,1,1
"10.1007/s10707-019-00346-1",1,1,1
"10.1002/jcc.26366",1,1,1
"10.1016/j.surg.2020.06.012",1,1,1
"10.3390/su14105798",1,1,1
"10.1007/978-3-319-22747-4_12",1,1,1
"10.1007/s00191-018-0579-z",1,1,1
"10.18564/jasss.2175",1,1,1
"10.1016/j.dss.2012.02.013",1,1,1
"10.1097/qad.0000000000003231",1,1,1
"10.1007/978-3-319-19728-9_4",1,1,1
"10.1186/s12936-015-1030-7",1,1,1
"10.1007/bf02765268",1,1,1
"10.3390/su15032598",1,1,1
"10.1007/978-3-030-92843-8_32",1,1,1
"10.1109/compsac.2015.36",1,1,1
"10.1007/s12555-022-0331-1",2,0,0
"10.1109/tcyb.2021.3115124",1,1,1
"10.1111/cogs.13212",1,1,1
"10.1002/hec.4169",1,1,1
"10.1111/evo.13182",1,1,1
"10.1109/indin.2009.5195921",1,1,1
"10.1016/j.ijtst.2022.01.006",1,1,1
"10.3389/fimmu.2019.02116",1,1,1
"10.1098/rsos.211953",1,1,1
"10.1016/j.cogsys.2010.06.005",1,1,1
"10.1115/1.4047901",2,0,0
"10.1016/j.ecoinf.2014.02.001",1,1,1
"10.1371/journal.pone.0186638",1,1,1
"10.1007/s12546-019-09229-6",1,1,1
"10.1155/2015/316826",1,1,1
"10.3390/en11081943",1,1,1
"10.1080/17452750701552553",1,1,1
"10.3390/su10020486",1,1,1
"10.1007/s10198-009-0160-7",1,1,1
"10.1007/s13369-015-1780-0",1,1,1
"10.1016/j.chemosphere.2023.138798",1,1,1
"10.1007/s10877-013-9483-0",1,1,1
"10.1016/j.cie.2019.106098",1,1,1
"10.1007/s13369-021-05513-x",1,1,1
"10.1007/s00265-021-03095-0",1,1,1
"10.1086/691779",1,1,1
"10.1109/ccta48906.2021.9659093",1,1,1
"10.1007/s11424-012-0116-3",1,1,1
"10.3141/2077-14",1,1,1
"10.1016/j.ecocom.2016.09.004",1,1,1
"10.3926/jiem.629",1,1,1
"10.1577/t06-147.1",1,1,1
"10.1016/j.jedc.2014.09.015",1,1,1
"10.1016/j.socscimed.2023.116054",1,1,1
"10.1080/00207721.2011.652221",1,1,1
"10.1007/s10614-021-10206-6",1,1,1
"10.1111/j.1468-2486.2009.00910.x",1,1,1
"10.1186/s12879-019-4743-3",1,1,1
"10.1016/j.ecolmodel.2015.09.001",1,1,1
"10.1016/j.jocs.2011.10.002",1,1,1
"10.1007/s11538-020-00805-z",1,1,1
"10.1109/isads.2005.1452061",1,1,1
"10.1016/j.ijdrr.2022.103436",1,1,1
"10.1109/tcns.2022.3161193",1,1,1
"10.1109/wsc.2010.5679007",1,1,1
"10.1016/j.cropro.2022.106121",1,1,1
"10.1007/978-3-319-39630-9_19",1,1,1
"10.1016/j.ijid.2021.04.030",1,1,1
"10.1007/s11999-008-0134-6",1,1,1
"10.1007/s12555-020-0240-0",1,1,1
"10.1016/j.jtbi.2016.05.017",1,1,1
"10.1109/tie.2016.2642878",1,1,1
"10.1109/access.2020.2964324",1,1,1
"10.1177/07334648231155873",1,1,1
"10.1166/asl.2016.7120",1,1,1
"10.1016/j.habitatint.2016.09.002",1,1,1
"10.1007/s11538-022-00997-6",1,1,1
"10.13110/humanbiology.87.3.0151",1,1,1
"10.1016/j.ijresmar.2016.05.005",1,1,1
"10.1109/tits.2007.895305",1,1,1
"10.5220/0006252603280334",1,1,1
"10.1016/b978-0-08-047163-1.00673-1",2,0,0
"10.24507/ijicic.19.04.1179",2,0,0
"10.1142/s0218843009002063",1,1,1
"10.1080/08839510290030453",1,1,1
"10.1016/j.jclepro.2018.05.173",1,1,1
"10.1016/j.bjps.2020.05.027",1,1,1
"10.3390/app8101722",1,1,1
"10.1016/j.entcs.2006.05.034",1,1,1
"10.1093/icesjms/fsx044",1,1,1
"10.1016/j.actao.2002.12.001",1,1,1
"10.1063/5.0066086",1,1,1
"10.1016/j.enpol.2012.09.034",1,1,1
"10.1007/978-3-031-08754-7_66",1,1,1
"10.1007/s10653-019-00397-1",1,1,1
"10.1016/j.eswa.2011.08.075",1,1,1
"10.1016/j.landusepol.2015.07.008",1,1,1
"10.1016/j.tcs.2020.11.009",1,1,1
"10.1177/1059712317716264",1,1,1
"10.1016/j.ejcon.2020.01.006",1,1,1
"10.1155/2022/8348726",1,1,1
"10.1080/00031305.2021.1900914",1,1,1
"10.1088/1748-9326/ac2933",1,1,1
"10.1016/j.elerap.2014.04.002",1,1,1
"10.1049/iet-cta.2011.0135",1,1,1
"10.1109/tcyb.2022.3218299",1,1,1
"10.1080/23249935.2017.1280712",1,1,1
"10.1007/978-981-19-2635-8_3",1,1,1
"10.1109/robio.2009.5420746",1,1,1
"10.1177/1046878106287947",1,1,1
"10.1007/s11524-018-0230-1",1,1,1
"10.1016/j.amc.2017.04.017",1,1,1
"10.1614/ipsm-d-14-00018.1",1,1,1
"10.1098/rsos.160162",1,1,1
"10.1093/czoolo/61.2.341",1,1,1
"10.4018/jhisi.2007010104",1,1,1
"10.1080/00207179.2012.669048",1,1,1
"10.1111/j.1365-2656.2007.01283.x",1,1,1
"10.1007/s10888-017-9367-5",1,1,1
"10.1155/2017/2576094",1,1,1
"10.1177/00375497221077425",1,1,1
"10.1016/j.cjche.2018.01.032",1,1,1
"10.1080/08941920801985817",1,1,1
"10.1587/transfun.e101.a.338",1,1,1
"10.1371/journal.pcbi.1010104",1,1,1
"10.1007/s40258-019-00494-3",1,1,1
"10.1007/s12571-019-00900-7",1,1,1
"10.1007/s10584-018-2191-5",1,1,1
"10.3390/en6104956",1,1,1
"10.1371/journal.pone.0181965",1,1,1
"10.1371/journal.pmed.1001534",1,1,1
"10.1016/j.clinthera.2012.06.029",1,1,1
"10.1007/s41109-021-00395-2",1,1,1
"10.3390/en14217380",1,1,1
"10.3390/su13158638",1,1,1
"10.1007/s00332-020-09673-2",1,1,1
"10.1007/978-3-662-44994-3_1",1,1,1
"10.1002/ijc.33126",1,1,1
"10.1002/asjc.1805",1,1,1
"10.1287/isre.1100.0302",1,1,1
"10.1145/3306618.3314240",1,1,1
"10.1016/j.ecolmodel.2013.07.008",1,1,1
"10.3390/en11061613",1,1,1
"10.1109/tcyb.2021.3120847",1,1,1
"10.5198/jtlu.2019.1206",1,1,1
"10.3141/2427-01",1,1,1
"10.1016/j.jtcvs.2019.06.040",1,1,1
"10.1002/rnc.3498",1,1,1
"10.1098/rsos.220245",1,1,1
"10.1007/978-3-319-14627-0_13",1,1,1
"10.1109/jproc.2017.2689720",1,1,1
"10.1109/tsg.2015.2408603",1,1,1
"10.1080/00207179.2012.674644",1,1,1
"10.1179/0078172x12z.00000000018",1,1,1
"10.1016/j.automatica.2018.04.005",1,1,1
"10.1007/s10588-012-9107-0",1,1,1
"10.1111/ddi.12951",1,1,1
"10.1097/qad.0000000000003199",1,1,1
"10.1890/12-0336.1",1,1,1
"10.1007/s11071-014-1731-4",1,1,1
"10.4018/jdsst.2010070101",1,1,1
"10.1016/j.jedc.2013.04.010",1,1,1
"10.1038/s41598-022-26878-5",1,1,1
"10.1109/cec.2008.4631299",1,1,1
"10.1097/qai.0000000000003156",1,1,1
"10.1186/s13062-018-0227-4",1,1,1
"10.17269/s41997-020-00455-7",1,1,1
"10.1890/12-1867.1",1,1,1
"10.1142/s0218843003000681",1,1,1
"10.1007/s12652-021-03487-0",1,1,1
"10.1007/s41062-022-00881-1",1,1,1
"10.1016/j.jenvman.2013.10.017",1,1,1
"10.3390/drones5020033",1,1,1
"10.1016/j.jtbi.2008.04.011",1,1,1
"10.15807/jorsj.52.433",1,1,1
"10.1016/j.jbi.2007.09.006",1,1,1
"10.1115/detc2009-86727",2,0,0
"10.1109/uemcon53757.2021.9666592",1,1,1
"10.3390/computation10010002",1,1,1
"10.18564/jasss.4008",1,1,1
"10.1038/s41598-019-53871-2",1,1,1
"10.1080/15325008.2016.1267280",1,1,1
"10.1007/978-981-19-1057-9_9",1,1,1
"10.1016/j.enpol.2008.11.003",1,1,1
"10.1134/s0005117921110035",1,1,1
"10.1007/s10506-013-9146-y",1,1,1
"10.1016/s0304-3800(01)00295-2",1,1,1
"10.1109/tvt.2023.3246636",1,1,1
"10.1016/j.ejor.2019.11.003",1,1,1
"10.1016/j.ecolmodel.2010.08.004",1,1,1
"10.5755/j01.eee.121.5.1656",1,1,1
"10.1016/s0304-3800(03)00236-9",1,1,1
"10.1049/iet-cta.2016.0315",1,1,1
"10.1016/j.jtrangeo.2021.103041",1,1,1
"10.1016/j.ecoinf.2019.101006",1,1,1
"10.1080/03086534.2019.1638627",1,1,1
"10.1109/ecbs.2004.1316737",1,1,1
"10.1016/j.neucom.2009.08.011",1,1,1
"10.23919/jsee.2021.000017",1,1,1
"10.1016/j.jeoa.2016.06.001",1,1,1
"10.1016/j.ijepes.2008.08.005",1,1,1
"10.3141/2514-06",1,1,1
"10.1109/tase.2023.3298343",1,1,1
"10.5614/jrcp.2018.29.2.4",1,1,1
"10.18564/jasss.1853",1,1,1
"10.1093/eurjpc/zwab028",1,1,1
"10.1007/s10464-015-9720-4",1,1,1
"10.1136/bmjopen-2017-018374",1,1,1
"10.3390/su12020546",1,1,1
"10.18564/jasss.2426",1,1,1
"10.1016/j.eswa.2010.02.001",1,1,1
"10.1016/j.neucom.2013.03.064",1,1,1
"10.1007/s11276-009-0206-x",1,1,1
"10.1002/ieam.1277",1,1,1
"10.1142/s0218126618300064",1,1,1
"10.1038/s41370-019-0156-z",1,1,1
"10.1016/j.eswa.2021.115231",1,1,1
"10.1002/asjc.1450",1,1,1
"10.1016/j.engappai.2007.05.007",1,1,1
"10.1016/j.ecolmodel.2009.11.004",1,1,1
"10.1007/978-3-030-39512-4_65",1,1,1
"10.1134/s1064230706060128",1,1,1
"10.1109/access.2016.2592418",1,1,1
"10.3390/electronics11081260",1,1,1
"10.1080/09585190701638226",1,1,1
"10.1109/access.2019.2958690",1,1,1
"10.1016/j.ecolmodel.2007.03.003",1,1,1
"10.1109/access.2023.3267092",1,1,1
"10.1016/s1053-2498(02)00385-6",1,1,1
"10.1016/j.techfore.2016.05.011",1,1,1
"10.1016/s2213-8587(16)30270-4",1,1,1
"10.1371/journal.pone.0162627",1,1,1
"10.1016/j.amc.2021.126120",1,1,1
"10.1007/s11192-017-2350-x",1,1,1
"10.1049/cth2.12101",1,1,1
"10.1016/j.ecoinf.2013.02.002",1,1,1
"10.1177/0037549717733050",1,1,1
"10.1016/j.envsoft.2010.04.021",1,1,1
"10.1093/jnci/djz127",1,1,1
"10.1002/int.20435",1,1,1
"10.1007/s10696-023-09486-x",1,1,1
"10.1016/j.ecolmodel.2020.109397",1,1,1
"10.1016/j.engappai.2011.10.003",1,1,1
"10.1111/padr.12408",1,1,1
"10.1093/beheco/arp032",1,1,1
"10.1016/j.jclepro.2022.134047",1,1,1
"10.1371/journal.pone.0117612",1,1,1
"10.3389/fimmu.2022.1029167",1,1,1
"10.1016/j.jnca.2021.103048",1,1,1
"10.1177/003754970107600604",1,1,1
"10.5751/es-04594-170201",1,1,1
"10.18564/jasss.4666",1,1,1
"10.1007/978-3-319-19629-9_14",1,1,1
"10.1016/j.biosystems.2009.09.001",1,1,1
"10.1111/oik.08172",1,1,1
"10.1016/j.asoc.2012.10.005",1,1,1
"10.1016/j.tcs.2010.01.007",1,1,1
"10.1177/09589287231159492",1,1,1
"10.1016/j.asoc.2016.04.018",1,1,1
"10.1068/b31120",1,1,1
"10.3389/fphar.2023.1175310",1,1,1
"10.18564/jasss.3428",1,1,1
"10.1108/ijhma-jul-2012-0027",1,1,1
"10.1016/j.vhri.2023.06.001",1,1,1
"10.3389/fcvm.2022.771679",1,1,1
"10.1177/2397198318761480",1,1,1
"10.3390/land4041110",1,1,1
"10.14736/kyb-2020-2-0363",1,1,1
"10.1007/s10614-013-9376-9",1,1,1
"10.1016/j.trpro.2017.12.100",1,1,1
"10.1016/j.jebo.2019.11.025",1,1,1
"10.1007/s00521-018-3818-1",1,1,1
"10.1155/2021/5557606",1,1,1
"10.1007/s11069-014-1303-4",1,1,1
"10.1007/s11111-010-0111-3",1,1,1
"10.1016/j.sysconle.2018.01.007",1,1,1
"10.1007/s11042-021-11607-3",1,1,1
"10.1371/journal.pone.0212044",1,1,1
"10.4018/ijsi.2017070101",1,1,1
"10.1186/s13638-015-0287-4",1,1,1
"10.1016/j.oceaneng.2022.111728",1,1,1
"10.1061/jtepbs.0000034",1,1,1
"10.3233/jifs-189960",1,1,1
"10.1145/3356467",1,1,1
"10.1016/j.ins.2022.02.055",1,1,1
"10.1049/iet-cta.2015.0197",1,1,1
"10.2134/advagricsystmodel4.c10",1,1,1
"10.1111/1475-5890.12295",1,1,1
"10.2298/csis121105044d",1,1,1
"10.1007/978-3-319-91899-0_5",1,1,1
"10.1155/2021/9973138",1,1,1
"10.1134/s0361768818060166",1,1,1
"10.1186/s40069-022-00554-4",1,1,1
"10.1016/j.jfranklin.2021.06.015",1,1,1
"10.1186/s12916-022-02241-3",1,1,1
"10.1093/cje/bei054",1,1,1
"10.1071/mf01051",1,1,1
"10.3934/math.2019.1.86",1,1,1
"10.3389/fevo.2020.536109",1,1,1
"10.17310/ntj.2011.2s.04",1,1,1
"10.1371/journal.pone.0078255",1,1,1
"10.5751/es-06909-190352",1,1,1
"10.1038/s41598-021-81130-w",1,1,1
"10.1109/tsmc.2022.3212429",1,1,1
"10.1111/faf.12172",1,1,1
"10.1016/j.iatssr.2018.07.002",1,1,1
"10.1111/2041-210x.13655",1,1,1
"10.1016/j.ecolmodel.2011.08.016",1,1,1
"10.1109/jsac.2022.3191329",1,1,1
"10.1080/21645515.2019.1619406",1,1,1
"10.3390/app13137418",1,1,1
"10.18564/jasss.4437",1,1,1
"10.1109/access.2020.2984786",1,1,1
"10.1007/978-981-10-3174-8_25",1,1,1
"10.1007/978-3-319-53480-0_104",1,1,1
"10.2753/mis0742-1222230105",1,1,1
"10.1080/13504509909470014",1,1,1
"10.1016/j.cie.2022.108136",1,1,1
"10.18564/jasss.1925",1,1,1
"10.1155/2021/9971855",1,1,1
"10.3233/978-1-61499-096-3-270",1,1,1
"10.2514/1.g006257",1,1,1
"10.1016/j.agwat.2021.107205",1,1,1
"10.1016/j.apenergy.2021.118487",1,1,1
"10.1016/j.eswa.2012.08.040",1,1,1
"10.1016/j.econmod.2017.02.007",1,1,1
"10.1109/access.2018.2876139",1,1,1
"10.1504/ijep.2009.027141",1,1,1
"10.1177/0361198119849401",1,1,1
"10.1007/s00265-009-0896-1",1,1,1
"10.1371/journal.pone.0153193",1,1,1
"10.14736/kyb-2017-5-0803",1,1,1
"10.1016/j.compbiomed.2023.107035",1,1,1
"10.1109/tac.2021.3108492",1,1,1
"10.4018/jitwe.2009040104",1,1,1
"10.1371/journal.pone.0236455",1,1,1
"10.1016/j.envsoft.2018.08.002",1,1,1
"10.1080/03772063.2020.1847701",1,1,1
"10.1007/s11403-015-0160-x",1,1,1
"10.1139/cjce-2019-0599",1,1,1
"10.1016/j.rser.2020.110405",1,1,1
"10.1016/j.envsoft.2021.105252",1,1,1
"10.3390/w15091687",1,1,1
"10.1177/0361198118780884",1,1,1
"10.1016/j.apenergy.2019.114173",1,1,1
"10.1097/ede.0000000000000756",1,1,1
"10.1155/2009/837095",1,1,1
"10.1002/gps.5633",1,1,1
"10.1049/iet-cta.2016.0129",1,1,1
"10.1111/fog.12132",1,1,1
"10.1007/s12555-019-0618-5",1,1,1
"10.1007/s11251-010-9147-0",1,1,1
"10.1016/j.jocs.2015.04.004",1,1,1
"10.1007/s00198-004-1826-8",1,1,1
"10.1002/rnc.6220",1,1,1
"10.1111/2041-210x.12464",1,1,1
"10.1007/s00191-018-0569-1",1,1,1
"10.1109/lra.2021.3062812",1,1,1
"10.1016/s0952-1976(01)00006-9",1,1,1
"10.1016/j.scs.2018.05.023",1,1,1
"10.1155/2015/162632",1,1,1
"10.1016/s0167-8655(03)00077-1",1,1,1
"10.1111/conl.12563",1,1,1
"10.1049/itr2.12382",1,1,1
"10.3389/frwa.2022.1005821",1,1,1
"10.1109/jsac.2014.2367711",1,1,1
"10.1007/s11116-013-9510-5",1,1,1
"10.1016/j.envsoft.2011.08.009",1,1,1
"10.3934/nhm.2023021",1,1,1
"10.1016/j.simpat.2020.102172",1,1,1
"10.1002/rnc.3302",1,1,1
"10.1186/1471-2105-12-396",1,1,1
"10.1016/j.ifacol.2019.09.128",1,1,1
"10.20965/jdr.2013.p0285",1,1,1
"10.1016/j.compenvurbsys.2017.01.002",1,1,1
"10.1109/twc.2022.3147499",1,1,1
"10.1109/tsg.2017.2710358",1,1,1
"10.1007/s00442-015-3541-x",1,1,1
"10.1007/s10845-009-0279-5",1,1,1
"10.5220/0011067300003191",1,1,1
"10.1109/cdc.2006.376819",1,1,1
"10.1108/oir-08-2018-0245",1,1,1
"10.1057/gpp.2010.22",1,1,1
"10.1016/j.vaccine.2010.03.055",1,1,1
"10.3233/ia-190037",1,1,1
"10.18564/jasss.3135",1,1,1
"10.1007/s40846-018-0396-8",1,1,1
"10.1093/brain/awac187",1,1,1
"10.1142/s0218001421590217",1,1,1
"10.1016/j.eclinm.2021.101141",1,1,1
"10.1016/j.indmarman.2013.02.007",1,1,1
"10.1080/03081060.2020.1868085",1,1,1
"10.18564/jasss.3414",1,1,1
"10.1080/01441647.2012.745632",1,1,1
"10.5751/es-11946-250413",1,1,1
"10.1429/101939",1,1,1
"10.1016/j.dss.2007.12.013",1,1,1
"10.1098/rsif.2021.0920",1,1,1
"10.1109/icacte.2008.14",1,1,1
"10.1111/j.2041-210x.2012.00235.x",1,1,1
"10.1007/s10956-013-9480-6",1,1,1
"10.1016/j.jtbi.2013.02.013",1,1,1
"10.1016/j.jnca.2017.01.035",1,1,1
"10.1002/rnc.6460",1,1,1
"10.5812/ircmj.37094",1,1,1
"10.1186/s40462-020-00198-7",1,1,1
"10.3390/jmse11071407",1,1,1
"10.1016/j.ecolecon.2016.08.012",1,1,1
"10.1007/s10530-009-9444-1",1,1,1
"10.1016/s2468-2667(21)00248-6",1,1,1
"10.1332/175982721x16702368352393",1,1,1
"10.1080/23311886.2021.1914397",1,1,1
"10.1109/icalt.2013.83",1,1,1
"10.1142/s0218213020400060",1,1,1
"10.1007/s00198-012-1939-4",1,1,1
"10.1177/00375497231184898",1,1,1
"10.1007/978-3-319-70139-4_16",1,1,1
"10.1145/2720024",1,1,1
"10.1016/j.ejca.2010.06.016",1,1,1
"10.1002/ece3.2916",1,1,1
"10.1007/s11403-014-0137-1",1,1,1
"10.1016/j.asoc.2013.08.006",1,1,1
"10.1007/978-3-319-15024-6_3",2,0,0
"10.1016/j.ecolmodel.2012.04.028",1,1,1
"10.5267/j.ijiec.2022.3.001",1,1,1
"10.1111/ssqu.12532",1,1,1
"10.1109/tii.2018.2808183",1,1,1
"10.1016/j.jtbi.2015.10.017",1,1,1
"10.1111/j.1472-4642.2010.00674.x",1,1,1
"10.3233/jifs-179856",1,1,1
"10.1111/ddi.12360",1,1,1
"10.1007/s00371-009-0415-4",1,1,1
"10.1080/00207179.2012.747735",1,1,1
"10.1371/journal.pcbi.1007961",1,1,1
"10.1890/0012-9615(2006)076[0601:digfwi]2.0.co;2",1,1,1
"10.1088/1755-1315/467/1/012107",1,1,1
"10.1016/j.ins.2010.03.010",1,1,1
"10.1002/rnc.6035",1,1,1
"10.1080/00207179.2016.1146970",1,1,1
"10.1109/tits.2014.2302358",1,1,1
"10.1016/j.funeco.2010.08.002",1,1,1
"10.3390/electronics11223642",1,1,1
"10.1016/j.ehb.2023.101262",1,1,1
"10.1007/978-3-319-59294-7_6",1,1,1
"10.1016/s0959-8049(99)00340-8",1,1,1
"10.1108/jkm-10-2019-0531",1,1,1
"10.1186/2194-3206-1-7",1,1,1
"10.1108/k-10-2022-1396",1,1,1
"10.1109/tsg.2012.2198247",1,1,1
"10.14430/arctic517",1,1,1
"10.1007/s11069-020-04389-8",1,1,1
"10.3390/ijerph19159052",1,1,1
"10.1057/fsm.2015.25",1,1,1
"10.1007/s11227-016-1718-7",1,1,1
"10.1155/2021/2304754",1,1,1
"10.18564/jasss.2454",1,1,1
"10.3390/app10155082",1,1,1
"10.1109/access.2019.2915575",1,1,1
"10.1109/isda.2009.60",1,1,1
"10.1016/j.cnsns.2019.104956",1,1,1
"10.1016/j.agwat.2022.107951",1,1,1
"10.1007/978-3-319-19033-4_27",1,1,1
"10.1007/s10614-020-09984-2",1,1,1
"10.1016/j.socscimed.2014.05.049",1,1,1
"10.1049/iet-cta.2019.0377",1,1,1
"10.1016/j.jocs.2022.101613",1,1,1
"10.3354/meps10725",1,1,1
"10.1016/j.cnsns.2012.01.016",1,1,1
"10.1080/10095020.2014.950717",1,1,1
"10.3390/su11133722",1,1,1
"10.1007/s11071-023-08483-x",1,1,1
"10.1145/3490354.3494386",1,1,1
"10.1016/j.cie.2019.01.024",1,1,1
"10.1186/s40854-020-00191-4",1,1,1
"10.1109/tnnls.2017.2674692",1,1,1
"10.1016/j.envsoft.2004.11.009",1,1,1
"10.1016/j.eswa.2022.117878",1,1,1
"10.1007/s10603-010-9126-5",1,1,1
"10.1109/mcse.2016.46",1,1,1
"10.3390/data4020071",1,1,1
"10.1007/978-3-319-51595-3_6",1,1,1
"10.1142/s0219525911500172",1,1,1
"10.1016/j.jpolmod.2004.12.002",1,1,1
"10.3233/faia200458",1,1,1
"10.1098/rspb.2010.1247",1,1,1
"10.1111/tops.12327",1,1,1
"10.1080/00036846.2011.564149",1,1,1
"10.1177/0958928719868448",1,1,1
"10.1002/cplx.21681",1,1,1
"10.1177/00202940221095534",1,1,1
"10.3390/en10010041",1,1,1
"10.1016/j.jpolmod.2009.06.001",1,1,1
"10.1016/j.ejpoleco.2021.102121",1,1,1
"10.1016/j.automatica.2013.02.004",1,1,1
"10.1016/j.vaccine.2022.03.065",1,1,1
"10.5194/isprs-archives-xlii-4-w5-45-2017",1,1,1
"10.1097/ta.0000000000001400",1,1,1
"10.5018/economics-ejournal.ja.2018-47",1,1,1
"10.1024/0300-9831/a000529",1,1,1
"10.1111/oik.07621",1,1,1
"10.2165/0115677-200816060-00008",1,1,1
"10.3390/math10193450",1,1,1
"10.1016/j.cej.2023.143393",1,1,1
"10.1016/j.eswa.2010.09.066",1,1,1
"10.1016/j.ejor.2016.07.007",1,1,1
"10.1007/978-3-319-67180-2_30",1,1,1
"10.1017/s0954102004001968",1,1,1
"10.1109/tcyb.2020.2977169",1,1,1
"10.1109/access.2023.3288528",1,1,1
"10.18564/jasss.3668",1,1,1
"10.1007/s00285-010-0347-7",1,1,1
"10.1016/s0303-2647(03)00003-0",1,1,1
"10.1016/j.aquaculture.2013.01.027",1,1,1
"10.1038/icb.2008.60",1,1,1
"10.1109/pdp.2015.101",1,1,1
"10.1111/j.1530-9290.2009.00115.x",1,1,1
